CROPS,TYPE_OF_CROP,SOIL,SEASON,SOWN,HARVESTED,WATER_SOURCE,SOIL_PH,SOIL_PH_HIGH,CROPDURATION,CROPDURATION_MAX,TEMP,MAX_TEMP,WATERREQUIRED,WATERREQUIRED_MAX,RELATIVE_HUMIDITY,RELATIVE_HUMIDITY_MAX,N,N_MAX,P,P_MAX,K,K_MAX
annual moringa,vegetables,sandy Loamy soil,Zaid,Jun,Jun,irrigated,7.3,8.0,222.6,240,25.8,35,1077.4,1200,80.3,85,108.4,120,53.1,60,45.6,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jul,Jul,rainfed,7.0,8.0,218.6,240,34.3,35,1036.0,1200,80.9,85,90.6,120,40.7,60,40.7,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Mar,Mar,irrigated,7.9,8.0,233.2,240,34.7,35,989.0,1200,83.2,85,99.1,120,51.8,60,56.0,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Apr,Apr,rainfed,6.7,8.0,214.7,240,28.6,35,960.9,1200,78.0,85,85.1,120,49.4,60,54.2,60
annual moringa,vegetables,sandy Loamy soil,Zaid,May,May,irrigated,7.8,8.0,224.8,240,29.1,35,1175.3,1200,81.0,85,84.8,120,42.5,60,45.9,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jun,Jun,rainfed,7.7,8.0,235.3,240,27.9,35,1103.9,1200,81.5,85,94.0,120,47.1,60,59.2,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jul,Jul,irrigated,7.4,8.0,221.4,240,31.6,35,1133.9,1200,77.5,85,117.8,120,45.8,60,53.7,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Mar,Mar,rainfed,6.6,8.0,228.5,240,29.2,35,1056.1,1200,82.9,85,90.2,120,47.5,60,55.3,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Apr,Apr,irrigated,6.6,8.0,212.3,240,30.0,35,1178.4,1200,77.4,85,98.8,120,52.4,60,54.0,60
annual moringa,vegetables,sandy Loamy soil,Zaid,May,May,rainfed,6.9,8.0,215.8,240,30.9,35,981.7,1200,83.7,85,83.6,120,40.3,60,54.6,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jun,Jun,irrigated,7.9,8.0,225.4,240,32.6,35,974.5,1200,77.0,85,86.9,120,46.9,60,52.7,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jul,Jul,rainfed,7.4,8.0,221.1,240,29.7,35,923.9,1200,75.6,85,116.5,120,40.4,60,54.3,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Mar,Mar,irrigated,7.7,8.0,214.7,240,29.7,35,1040.4,1200,77.7,85,103.8,120,41.6,60,57.7,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Apr,Apr,rainfed,7.3,8.0,212.3,240,28.0,35,1033.3,1200,82.0,85,85.7,120,46.7,60,43.5,60
annual moringa,vegetables,sandy Loamy soil,Zaid,May,May,irrigated,7.4,8.0,215.7,240,34.0,35,1038.3,1200,76.9,85,96.5,120,43.6,60,54.0,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jun,Jun,rainfed,7.1,8.0,234.0,240,26.9,35,1161.5,1200,82.8,85,80.1,120,45.5,60,42.8,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jul,Jul,irrigated,6.5,8.0,234.3,240,25.9,35,1171.1,1200,85.0,85,106.6,120,40.1,60,43.8,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Mar,Mar,rainfed,6.7,8.0,218.8,240,25.5,35,1075.8,1200,83.7,85,94.7,120,51.4,60,54.1,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Apr,Apr,irrigated,7.3,8.0,227.1,240,28.1,35,1060.2,1200,78.6,85,89.7,120,49.8,60,43.8,60
annual moringa,vegetables,sandy Loamy soil,Zaid,May,May,rainfed,7.9,8.0,233.4,240,31.5,35,1152.8,1200,76.5,85,99.0,120,47.1,60,55.0,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jun,Jun,irrigated,7.9,8.0,231.3,240,26.6,35,1036.7,1200,84.2,85,113.4,120,45.5,60,49.5,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jul,Jul,rainfed,7.6,8.0,229.7,240,29.0,35,1035.9,1200,82.6,85,103.1,120,43.1,60,44.7,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Mar,Mar,irrigated,7.6,8.0,216.8,240,26.6,35,991.0,1200,77.5,85,116.0,120,51.3,60,43.8,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Apr,Apr,rainfed,7.2,8.0,223.9,240,29.5,35,1087.4,1200,81.8,85,109.4,120,49.3,60,53.8,60
annual moringa,vegetables,sandy Loamy soil,Zaid,May,May,irrigated,7.4,8.0,231.2,240,25.5,35,1013.8,1200,82.8,85,117.4,120,51.6,60,44.3,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jun,Jun,rainfed,7.2,8.0,230.4,240,27.6,35,1061.3,1200,78.6,85,89.3,120,50.6,60,47.0,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jul,Jul,irrigated,6.9,8.0,229.9,240,25.1,35,1026.0,1200,75.2,85,85.4,120,58.6,60,47.0,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Mar,Mar,rainfed,7.9,8.0,226.6,240,28.9,35,992.0,1200,82.4,85,84.4,120,53.5,60,52.1,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Apr,Apr,irrigated,7.4,8.0,218.2,240,34.3,35,988.6,1200,77.7,85,93.4,120,56.5,60,45.8,60
annual moringa,vegetables,sandy Loamy soil,Zaid,May,May,rainfed,7.3,8.0,228.1,240,27.6,35,1044.5,1200,75.5,85,85.4,120,47.4,60,43.9,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jun,Jun,irrigated,7.3,8.0,239.0,240,31.9,35,913.2,1200,82.3,85,88.5,120,47.0,60,56.7,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jul,Jul,rainfed,7.5,8.0,217.5,240,33.7,35,1033.0,1200,82.2,85,115.9,120,56.9,60,44.6,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Mar,Mar,irrigated,6.8,8.0,232.8,240,30.6,35,1085.5,1200,84.2,85,84.9,120,43.4,60,41.6,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Apr,Apr,rainfed,7.9,8.0,238.1,240,32.4,35,1059.8,1200,77.4,85,84.6,120,49.9,60,46.1,60
annual moringa,vegetables,sandy Loamy soil,Zaid,May,May,irrigated,7.6,8.0,211.8,240,26.7,35,1153.5,1200,77.4,85,97.1,120,41.6,60,55.1,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jun,Jun,rainfed,8.0,8.0,213.8,240,34.8,35,1099.9,1200,78.3,85,117.9,120,54.0,60,58.6,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jul,Jul,irrigated,7.3,8.0,221.0,240,27.1,35,1078.3,1200,76.2,85,113.8,120,43.7,60,59.8,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Mar,Mar,rainfed,6.7,8.0,236.2,240,32.1,35,970.8,1200,80.9,85,118.4,120,51.2,60,58.5,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Apr,Apr,irrigated,7.2,8.0,222.2,240,32.2,35,1100.9,1200,81.3,85,83.0,120,42.9,60,51.4,60
annual moringa,vegetables,sandy Loamy soil,Zaid,May,May,rainfed,7.3,8.0,220.6,240,26.6,35,939.5,1200,80.4,85,106.7,120,45.1,60,52.6,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jun,Jun,irrigated,7.4,8.0,222.4,240,30.6,35,1144.7,1200,77.4,85,118.4,120,59.8,60,43.2,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jul,Jul,rainfed,6.5,8.0,234.4,240,29.8,35,1130.7,1200,80.8,85,114.1,120,40.6,60,41.0,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Mar,Mar,irrigated,7.1,8.0,224.6,240,31.4,35,990.1,1200,76.5,85,110.0,120,54.9,60,45.3,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Apr,Apr,rainfed,7.3,8.0,236.5,240,28.1,35,1138.2,1200,78.4,85,96.5,120,53.4,60,59.1,60
annual moringa,vegetables,sandy Loamy soil,Zaid,May,May,irrigated,7.7,8.0,232.3,240,28.7,35,1150.4,1200,78.9,85,100.6,120,41.8,60,57.3,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jun,Jun,rainfed,7.6,8.0,238.0,240,33.2,35,1006.1,1200,83.7,85,83.6,120,49.0,60,56.1,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jul,Jul,irrigated,7.1,8.0,212.4,240,31.1,35,1199.5,1200,82.4,85,101.6,120,59.6,60,51.9,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Mar,Mar,rainfed,7.9,8.0,236.0,240,26.0,35,989.6,1200,82.9,85,108.6,120,54.7,60,40.2,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Apr,Apr,irrigated,7.6,8.0,211.9,240,26.5,35,1119.9,1200,82.6,85,99.6,120,59.3,60,53.2,60
annual moringa,vegetables,sandy Loamy soil,Zaid,May,May,rainfed,7.0,8.0,238.7,240,30.5,35,947.1,1200,84.4,85,86.5,120,54.9,60,46.4,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jun,Jun,irrigated,7.9,8.0,235.0,240,30.4,35,1035.5,1200,84.9,85,96.7,120,59.9,60,46.4,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jul,Jul,rainfed,7.5,8.0,229.7,240,32.4,35,929.7,1200,84.1,85,118.9,120,48.6,60,51.4,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Mar,Mar,irrigated,7.4,8.0,217.5,240,33.1,35,1167.0,1200,85.0,85,101.8,120,51.4,60,57.0,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Apr,Apr,rainfed,7.3,8.0,233.5,240,26.2,35,978.0,1200,75.8,85,99.6,120,42.1,60,42.7,60
annual moringa,vegetables,sandy Loamy soil,Zaid,May,May,irrigated,6.9,8.0,217.5,240,28.5,35,933.3,1200,79.9,85,116.8,120,43.1,60,49.2,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jun,Jun,rainfed,7.4,8.0,230.1,240,28.1,35,1179.6,1200,75.1,85,84.8,120,49.9,60,54.1,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jul,Jul,irrigated,7.1,8.0,210.2,240,31.2,35,909.9,1200,79.1,85,97.9,120,47.6,60,58.6,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Mar,Mar,rainfed,7.6,8.0,232.9,240,32.2,35,1195.7,1200,78.7,85,82.3,120,46.1,60,51.1,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Apr,Apr,irrigated,6.7,8.0,215.9,240,34.6,35,918.4,1200,77.2,85,105.6,120,47.1,60,46.7,60
annual moringa,vegetables,sandy Loamy soil,Zaid,May,May,rainfed,6.9,8.0,236.7,240,25.1,35,1067.6,1200,81.0,85,109.5,120,47.9,60,51.7,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jun,Jun,irrigated,6.5,8.0,214.1,240,34.2,35,1036.4,1200,84.3,85,119.7,120,53.0,60,50.3,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jul,Jul,rainfed,7.9,8.0,213.6,240,25.2,35,1005.0,1200,80.7,85,118.6,120,49.5,60,46.4,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Mar,Mar,irrigated,6.7,8.0,224.7,240,34.2,35,1029.2,1200,79.4,85,85.9,120,44.0,60,50.7,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Apr,Apr,rainfed,7.8,8.0,230.8,240,30.2,35,929.4,1200,76.5,85,117.0,120,53.6,60,58.9,60
annual moringa,vegetables,sandy Loamy soil,Zaid,May,May,irrigated,7.2,8.0,218.4,240,34.9,35,924.9,1200,75.2,85,94.3,120,45.4,60,59.6,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jun,Jun,rainfed,6.6,8.0,233.1,240,26.1,35,956.4,1200,80.7,85,110.1,120,49.6,60,53.0,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jul,Jul,irrigated,7.9,8.0,232.1,240,26.0,35,1020.5,1200,78.7,85,106.2,120,52.0,60,41.5,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Mar,Mar,rainfed,7.4,8.0,230.2,240,27.4,35,1149.5,1200,78.1,85,116.0,120,40.0,60,40.7,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Apr,Apr,irrigated,6.9,8.0,222.9,240,30.3,35,1140.3,1200,83.1,85,93.5,120,49.3,60,40.7,60
annual moringa,vegetables,sandy Loamy soil,Zaid,May,May,rainfed,7.8,8.0,233.9,240,30.7,35,941.7,1200,77.7,85,105.2,120,46.8,60,59.0,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jun,Jun,irrigated,7.2,8.0,238.8,240,27.6,35,1177.3,1200,83.5,85,98.9,120,59.7,60,55.3,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jul,Jul,rainfed,7.9,8.0,230.9,240,33.7,35,1024.5,1200,79.9,85,89.0,120,54.9,60,49.3,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Mar,Mar,irrigated,7.4,8.0,237.4,240,31.6,35,1034.0,1200,75.6,85,85.5,120,56.3,60,58.5,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Apr,Apr,rainfed,6.8,8.0,231.6,240,27.1,35,1007.4,1200,79.5,85,118.3,120,53.1,60,56.7,60
annual moringa,vegetables,sandy Loamy soil,Zaid,May,May,irrigated,7.6,8.0,227.1,240,31.6,35,1127.9,1200,78.0,85,108.6,120,44.2,60,48.7,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jun,Jun,rainfed,6.5,8.0,221.1,240,27.3,35,981.5,1200,83.9,85,116.1,120,45.1,60,54.9,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jul,Jul,irrigated,7.7,8.0,217.0,240,30.5,35,914.0,1200,80.5,85,112.4,120,56.6,60,46.3,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Mar,Mar,rainfed,8.0,8.0,229.6,240,34.4,35,1178.0,1200,77.3,85,92.7,120,48.1,60,46.4,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Apr,Apr,irrigated,7.1,8.0,229.6,240,31.7,35,935.4,1200,81.4,85,113.6,120,59.0,60,42.6,60
annual moringa,vegetables,sandy Loamy soil,Zaid,May,May,rainfed,7.2,8.0,213.4,240,26.4,35,1075.3,1200,84.5,85,83.2,120,54.2,60,46.8,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jun,Jun,irrigated,7.0,8.0,225.8,240,26.3,35,913.8,1200,83.8,85,106.7,120,58.3,60,54.9,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jul,Jul,rainfed,6.8,8.0,217.3,240,34.2,35,943.9,1200,83.0,85,108.6,120,54.6,60,53.4,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Mar,Mar,irrigated,6.8,8.0,215.9,240,25.8,35,1170.1,1200,81.0,85,88.6,120,49.9,60,45.8,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Apr,Apr,rainfed,6.9,8.0,222.2,240,30.0,35,1036.9,1200,76.5,85,117.8,120,49.9,60,49.9,60
annual moringa,vegetables,sandy Loamy soil,Zaid,May,May,irrigated,7.4,8.0,222.9,240,31.1,35,1069.4,1200,78.0,85,117.0,120,47.1,60,58.1,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jun,Jun,rainfed,7.1,8.0,239.8,240,31.0,35,1089.9,1200,84.5,85,98.5,120,58.6,60,44.4,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jul,Jul,irrigated,7.3,8.0,212.6,240,25.2,35,978.6,1200,82.3,85,97.2,120,58.7,60,54.0,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Mar,Mar,rainfed,6.7,8.0,222.0,240,25.7,35,949.0,1200,76.6,85,118.8,120,46.4,60,42.6,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Apr,Apr,irrigated,6.9,8.0,236.1,240,34.7,35,963.8,1200,81.8,85,93.5,120,53.3,60,47.0,60
annual moringa,vegetables,sandy Loamy soil,Zaid,May,May,rainfed,7.6,8.0,214.6,240,28.3,35,974.0,1200,75.6,85,113.2,120,57.5,60,54.4,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jun,Jun,irrigated,6.6,8.0,233.0,240,27.1,35,1194.9,1200,84.4,85,97.2,120,54.8,60,48.9,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jul,Jul,rainfed,7.9,8.0,225.5,240,32.4,35,1060.2,1200,77.7,85,109.8,120,57.4,60,49.7,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Mar,Mar,irrigated,7.8,8.0,223.7,240,30.5,35,942.2,1200,83.0,85,114.5,120,59.5,60,52.9,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Apr,Apr,rainfed,7.0,8.0,228.1,240,29.5,35,1034.0,1200,75.6,85,94.0,120,49.3,60,55.3,60
annual moringa,vegetables,sandy Loamy soil,Zaid,May,May,irrigated,7.9,8.0,221.8,240,25.8,35,1072.7,1200,75.8,85,83.2,120,50.4,60,51.2,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jun,Jun,rainfed,8.0,8.0,238.9,240,29.5,35,946.1,1200,78.8,85,113.5,120,55.3,60,55.8,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jul,Jul,irrigated,7.8,8.0,215.3,240,32.5,35,1193.8,1200,80.1,85,84.0,120,42.4,60,49.9,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Mar,Mar,rainfed,7.9,8.0,232.7,240,26.2,35,944.0,1200,78.5,85,96.4,120,47.4,60,41.4,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Apr,Apr,irrigated,7.4,8.0,213.3,240,32.1,35,902.7,1200,77.9,85,92.6,120,56.6,60,58.7,60
annual moringa,vegetables,sandy Loamy soil,Zaid,May,May,rainfed,7.4,8.0,233.0,240,28.5,35,991.0,1200,75.6,85,107.3,120,55.1,60,59.6,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jun,Jun,irrigated,7.5,8.0,237.1,240,31.5,35,1066.2,1200,76.4,85,82.8,120,50.2,60,49.6,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jul,Jul,rainfed,7.8,8.0,223.6,240,26.1,35,1189.2,1200,79.2,85,98.8,120,54.7,60,50.0,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Mar,Mar,irrigated,7.1,8.0,237.7,240,34.0,35,989.3,1200,80.2,85,106.8,120,58.8,60,52.8,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Apr,Apr,rainfed,7.7,8.0,230.8,240,27.8,35,1158.7,1200,83.4,85,87.4,120,50.3,60,47.5,60
annual moringa,vegetables,sandy Loamy soil,Zaid,May,May,irrigated,6.5,8.0,238.4,240,28.1,35,963.9,1200,83.9,85,102.3,120,56.8,60,52.5,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jun,Jun,rainfed,6.7,8.0,220.6,240,29.3,35,940.1,1200,80.2,85,95.2,120,42.2,60,56.7,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jul,Jul,irrigated,7.2,8.0,212.6,240,26.5,35,1018.7,1200,77.7,85,100.8,120,44.2,60,59.0,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Mar,Mar,rainfed,6.6,8.0,232.9,240,27.5,35,1122.3,1200,78.2,85,103.6,120,51.2,60,56.3,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Apr,Apr,irrigated,7.7,8.0,224.9,240,25.0,35,911.3,1200,81.6,85,113.7,120,58.4,60,48.9,60
annual moringa,vegetables,sandy Loamy soil,Zaid,May,May,rainfed,7.0,8.0,228.8,240,34.6,35,988.3,1200,77.0,85,108.0,120,50.1,60,52.6,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jun,Jun,irrigated,6.9,8.0,222.8,240,31.5,35,1059.8,1200,77.2,85,90.2,120,50.8,60,48.4,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jul,Jul,rainfed,7.5,8.0,211.9,240,27.3,35,952.4,1200,82.4,85,95.9,120,49.1,60,51.1,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Mar,Mar,irrigated,6.7,8.0,238.9,240,31.4,35,926.0,1200,75.5,85,114.5,120,51.6,60,47.1,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Apr,Apr,rainfed,7.6,8.0,218.2,240,25.5,35,1064.2,1200,76.3,85,80.0,120,51.7,60,42.9,60
annual moringa,vegetables,sandy Loamy soil,Zaid,May,May,irrigated,7.7,8.0,232.2,240,31.0,35,1014.4,1200,80.9,85,104.5,120,54.7,60,41.8,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jun,Jun,rainfed,7.2,8.0,237.7,240,27.7,35,1088.8,1200,82.6,85,91.2,120,52.0,60,43.3,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jul,Jul,irrigated,7.6,8.0,224.1,240,30.6,35,1071.2,1200,79.7,85,113.2,120,55.0,60,47.8,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Mar,Mar,rainfed,7.7,8.0,239.9,240,29.9,35,1033.0,1200,75.2,85,89.9,120,44.7,60,47.9,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Apr,Apr,irrigated,8.0,8.0,232.8,240,31.7,35,981.5,1200,79.9,85,103.8,120,43.7,60,40.4,60
annual moringa,vegetables,sandy Loamy soil,Zaid,May,May,rainfed,7.5,8.0,233.1,240,30.7,35,1145.5,1200,77.0,85,88.3,120,51.7,60,54.9,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jun,Jun,irrigated,7.6,8.0,227.2,240,25.3,35,1048.6,1200,76.5,85,104.6,120,42.1,60,47.1,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jul,Jul,rainfed,7.1,8.0,237.8,240,25.6,35,1016.7,1200,80.3,85,106.5,120,49.3,60,56.6,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Mar,Mar,irrigated,7.8,8.0,237.0,240,33.4,35,912.8,1200,83.2,85,115.3,120,56.3,60,49.8,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Apr,Apr,rainfed,6.8,8.0,220.3,240,28.3,35,1031.2,1200,75.6,85,108.8,120,47.9,60,50.9,60
annual moringa,vegetables,sandy Loamy soil,Zaid,May,May,irrigated,6.8,8.0,215.8,240,25.3,35,1124.2,1200,76.6,85,107.0,120,49.2,60,53.4,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jun,Jun,rainfed,7.4,8.0,236.0,240,32.2,35,1178.5,1200,78.7,85,86.9,120,45.7,60,47.6,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jul,Jul,irrigated,7.7,8.0,230.3,240,32.5,35,1074.9,1200,83.5,85,82.4,120,56.2,60,54.2,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Mar,Mar,rainfed,7.8,8.0,217.4,240,28.2,35,1034.4,1200,84.5,85,111.1,120,55.9,60,58.6,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Apr,Apr,irrigated,7.6,8.0,230.5,240,27.9,35,986.3,1200,77.9,85,88.9,120,43.8,60,40.1,60
annual moringa,vegetables,sandy Loamy soil,Zaid,May,May,rainfed,7.1,8.0,219.1,240,31.7,35,1023.5,1200,80.0,85,107.7,120,42.5,60,47.2,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jun,Jun,irrigated,7.3,8.0,210.4,240,30.6,35,1040.9,1200,76.8,85,113.3,120,46.9,60,45.8,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jul,Jul,rainfed,6.8,8.0,218.3,240,34.8,35,1138.1,1200,79.3,85,98.8,120,57.4,60,42.1,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Mar,Mar,irrigated,7.5,8.0,226.1,240,26.2,35,945.7,1200,80.6,85,105.4,120,52.3,60,57.1,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Apr,Apr,rainfed,7.2,8.0,218.6,240,29.2,35,997.4,1200,75.3,85,103.5,120,57.4,60,50.9,60
annual moringa,vegetables,sandy Loamy soil,Zaid,May,May,irrigated,7.2,8.0,237.6,240,30.7,35,1167.5,1200,76.7,85,112.3,120,49.5,60,50.8,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jun,Jun,rainfed,7.7,8.0,237.8,240,30.7,35,1127.9,1200,76.0,85,94.5,120,56.4,60,43.9,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jul,Jul,irrigated,6.8,8.0,216.1,240,27.0,35,1122.3,1200,77.3,85,117.3,120,59.1,60,53.5,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Mar,Mar,rainfed,6.7,8.0,237.4,240,27.9,35,1049.2,1200,82.1,85,104.3,120,52.3,60,49.8,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Apr,Apr,irrigated,8.0,8.0,222.2,240,27.4,35,1061.5,1200,80.6,85,115.4,120,48.4,60,50.8,60
annual moringa,vegetables,sandy Loamy soil,Zaid,May,May,rainfed,7.6,8.0,233.3,240,33.4,35,1189.9,1200,75.5,85,102.7,120,51.1,60,55.9,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jun,Jun,irrigated,7.5,8.0,230.6,240,25.8,35,1159.2,1200,82.8,85,114.2,120,43.7,60,41.4,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jul,Jul,rainfed,7.6,8.0,211.5,240,30.2,35,1039.3,1200,84.8,85,117.9,120,47.2,60,45.4,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Mar,Mar,irrigated,7.8,8.0,222.4,240,28.3,35,1131.8,1200,82.0,85,99.2,120,41.5,60,54.5,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Apr,Apr,rainfed,6.8,8.0,237.5,240,30.2,35,1009.1,1200,79.1,85,114.7,120,51.2,60,49.0,60
annual moringa,vegetables,sandy Loamy soil,Zaid,May,May,irrigated,7.5,8.0,221.6,240,27.4,35,957.1,1200,84.0,85,82.5,120,40.2,60,40.4,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jun,Jun,rainfed,7.1,8.0,230.5,240,32.8,35,1146.2,1200,79.7,85,81.7,120,43.2,60,59.9,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jul,Jul,irrigated,7.6,8.0,232.1,240,26.6,35,1140.2,1200,84.2,85,108.3,120,43.1,60,41.2,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Mar,Mar,rainfed,7.9,8.0,226.9,240,31.1,35,1106.1,1200,76.6,85,113.1,120,50.2,60,47.2,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Apr,Apr,irrigated,7.3,8.0,211.7,240,25.6,35,979.7,1200,77.7,85,110.6,120,40.5,60,45.0,60
annual moringa,vegetables,sandy Loamy soil,Zaid,May,May,rainfed,7.6,8.0,237.4,240,34.1,35,972.4,1200,76.1,85,115.8,120,40.4,60,50.2,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jun,Jun,irrigated,7.5,8.0,221.7,240,31.1,35,1017.7,1200,81.3,85,111.2,120,58.9,60,43.1,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Jul,Jul,rainfed,7.9,8.0,236.4,240,33.7,35,1012.6,1200,82.2,85,110.6,120,59.2,60,51.9,60
annual moringa,vegetables,sandy Loamy soil,Zaid,Mar,Mar,irrigated,7.5,8.0,235.4,240,29.5,35,958.5,1200,78.3,85,83.0,120,59.0,60,44.2,60
